Statement,Label,cleaned_text
Americas least-trusted news sources are also its most popular.,True,america leasttrust news sourc also popular
"Among the nations 51 largest metropolitan areas, Milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs.",True,among nation largest metropolitan area milwauke one poverti rate four time greater citi suburb
Only three in 10 Texas doctors are currently accepting new Medicaid patients.,False,three texa doctor current accept new medicaid patient
"Obama's first call (as president) to any head of state was to Mahmoud Abbas, leader of Fatah party in the Palestinian territory.",True,obama first call presid head state mahmoud abba leader fatah parti palestinian territori
"The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.",False,clinton charg secret servic monthli rent use secret servic resid rent equal mortgag payment
Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,False,say appoint board creat obamacar abil come doctor determin best treatment option
"Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.",False,say past year texa public school spend rose percent perpupil spend tripl adjust inflat
David Cicilline is the 5th most liberal person in the House of Representatives.,False,david cicillin th liber person hous repres
"Says U.S. Senate Democrats have gone without any budget at all for more than 1,000 days.",True,say us senat democrat gone without budget day
"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.",False,saysth state depart half year respond benghazi document request yet gotten singl solitari scrap paper
"Republican leaders said ""no"" to ""tax cuts for 95% of working Americans.""",False,republican leader said tax cut work american
We confer more PhDs each year than any other university in America except Berkeley.,False,confer phd year univers america except berkeley
The Obama administration raised discretionary spending by 24 percent from President George W. Bushs last full-year budget and will run up more debt by October than Bush did in eight years.,True,obama administr rais discretionari spend percent presid georg w bush last fullyear budget run debt octob bush eight year
"200,000 students attempt suicide every year on college campuses.",True,student attempt suicid everi year colleg campus
"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.",True,first time eight year budget also increas fund person disabl million help disabl peopl receiv communitybas servic
Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.,False,take money top percent wouldnt keep medicar go three year
The majority of (the American people) voted for a Democratic House.,True,major american peopl vote democrat hous
We have the highest corporate tax rate in the world. Its 35 percent.,True,highest corpor tax rate world percent
Newt balanced the federal budget.,True,newt balanc feder budget
"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times.",True,say donald trump forc file bankruptci twice four time
"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.",True,say first month presid unit state doubl worldlead million year commit fight global aid
The cost of fire in Rhode Island is anywhere from 33 percent to 100 percent more expensive than anywhere else we could find.,True,cost fire rhode island anywher percent percent expens anywher els could find
Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office ,False,iranian mullah took american hostag held american hostag day one hour releas one hour ronald reagan take oath offic
Mayor White has major stake in Barnett Shale production company.,False,mayor white major stake barnett shale product compani
"Rep. Jim Renaccis plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy.",False,rep jim renacci plan end medicar also put nurs home care senior district immedi jeopardi
"When we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",True,pass stand ground law said portend horrif event peopl live put situat
The federal government has made investments in science and technology inventing the products that led to the creation of Google.,True,feder govern made invest scienc technolog invent product led creation googl
Weve seen more anti-womens choice bills introduced in the first half of this session than weve seen in the last three General Assemblies.,True,weve seen antiwomen choic bill introduc first half session weve seen last three gener assembl
"Says his administration put more border patrol agents on the U.S.-Mexico border than at any time in history, and the flow of undocumented workers across the border is actually lower than its been in 40 years.",True,say administr put border patrol agent usmexico border time histori flow undocu worker across border actual lower year
"On Syria, alot of the allies signed on. At the last minute, Obama backed off.",False,syria alot alli sign last minut obama back
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",True,alreadi calendar year sinc januari peopl come across border apprehend unauthor
Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.,True,jim renacci tri avoid pay tax nearli million made
"Barack Obama accepted $200,000 from executives and employees of oil companies.",True,barack obama accept execut employe oil compani
"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",False,interview chicago tribuneseditori board comptrol lesli munger say order balanc budget state would cut social servic complet
"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",False,iowa good reason constitut reason reason relat lord first caucu primari
The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.,True,unemploy rate among black texa far doubl white unemploy wage fallen black worker texa sinc
Obamacare could cause 20 million people to lose their current coverage.,False,obamacar could caus million peopl lose current coverag
"Children are crossing the border because President Barack Obama said if you come, youre going to be able to stay, because were not going to enforce the law.",False,children cross border presid barack obama said come your go abl stay go enforc law
Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,False,say us rep tammi baldwin back presid barack obama plan pass trillion tax increas
"Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.",True,past decad big five oil compani bp chevron conocophillip exxonmobil shell made total profit nearli trillion
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",True,mitt romney governor fact averag incom famili massachusett went
Twenty million Americans are out of work.,True,twenti million american work
Net immigration from Mexico last year was zero. Fact-check me.,True,net immigr mexico last year zero factcheck
"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",True,republican plan tax cut give millionair top percent incom countri year tax cut
"A proposed revenue smart cap gives Floridians a voice, requiring a 60 percent vote by citizens in order to impose a new tax, fee, license, fine, charge or assessment.",False,propos revenu smart cap give floridian voic requir percent vote citizen order impos new tax fee licens fine charg assess
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",False,eightyf percent everi dollar donat clinton foundat end either clinton staff pay travel salari benefit fifteen cent everi dollar actual went charit beneficiari
Fourteen million Americans mortgages are greater than the value of their homes.,True,fourteen million american mortgag greater valu home
The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.,True,us postal servic doesnt run tax dollar fund sole stamp postag
Cheney is disagreeing with President Bush's policy. President Bush stated repeatedly to international audiences and to the country that he wanted to close Guantanamo.,True,cheney disagre presid bush polici presid bush state repeatedli intern audienc countri want close guantanamo
Barack Obama's nominee for 'regulatory czar' has advocated a 'Fairness Doctrine' for the Internet that would require links to opposing opinions.,True,barack obama nomine regulatori czar advoc fair doctrin internet would requir link oppos opinion
"Weve created more than 850,000 jobs, more than all the other states combined.",True,weve creat job state combin
There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,True,reason alloc percent bridg space satisfi two percent travel
A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,False,unit nation work group adopt propos agenda enabl member nation disarm civilian within border
Says she balanced a $10 billion budget shortfall without raising taxes.,False,say balanc billion budget shortfal without rais tax
"If 20 million illegals vote, you can kiss the Second Amendment goodbye.",False,million illeg vote kiss second amend goodby
Planned Parenthood has now (been) found to also illegally sell baby parts.,False,plan parenthood found also illeg sell babi part
Anyone can die of a toothache.,True,anyon die toothach
Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,True,say jim frish want tax us tax account
"When Republicans last controlled the presidency and Congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",True,republican last control presid congress number peopl food stamp number peopl lowincom hous went roof
"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",False,year austin citi council grant small homestead properti tax exempt appli equal everyon also grant exempt elderli disabl member commun
Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,False,perri push law let insur compani rais homeown rate without justifi increas
Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,True,jason carter back three nathan deal budget accus governor underfund educ
"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.",False,say presid obama wrong muslim histor contribut mankind algebra actual ancient babylonian compass chines pen chines medic discoveri
"As a congressman, Mark Neumann voted four times to increase our debt.",True,congressman mark neumann vote four time increas debt
On oil drilling off Floridas coast,True,oil drill florida coast
"If parents ""don't have health insurance that Senator Obama wants them to have (for their children), they will be fined.""",True,parent dont health insur senat obama want children fine
The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,False,project revenu mayweatherpacquiao fight larger annual gdp differ countri
Says sixty-two percent of small businesses over the last five years went under because they couldnt pay their health care bills.,False,say sixtytwo percent small busi last five year went couldnt pay health care bill
"Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.",True,sinc welfar reform sign law number famili live extrem poverti doubl
"Theres a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. Theres a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And theres federal grants for felons to set up their own small businesses.",False,there tax credit bond former inmat employ would get hire convict felon there feder bond program get feder money hire convict felon there feder grant felon set small busi
Jesus was an undocumented immigrant.,False,jesu undocu immigr
On gay marriage,False,gay marriag
"Ann Kuster supports the government takeover of healthcare, which robs Medicare of over $700 billion.",False,ann kuster support govern takeov healthcar rob medicar billion
(The Opportunity Scholarship Act) would be funded directly from public school budgets. So it would absolutely take money out of the public school system to transfer to private and religious schools.,True,opportun scholarship act would fund directli public school budget would absolut take money public school system transfer privat religi school
"While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we dont have a super PAC, and quite frankly, we dont want one that spends millions to spew out lies and distortions.",True,rob portman reli super pac hand billionair dirti work dont super pac quit frankli dont want one spend million spew lie distort
This (Ebola) is not as bad as SARSwas in 2003.,False,ebola bad sarswa
"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",False,coupl debat ago donald trump said dont support social health care your heartless
Its four or five states where the number of insurance options have narrowed under the Affordable Care Act.,False,four five state number insur option narrow afford care act
"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",False,ethanol reduc ga price cent per gallon ethanol disappear ga price could rise much percent
"The sequester wont consider whether were cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesnt make those distinctions.",True,sequest wont consid whether cut bloat program outliv use vital servic american depend everi singl day doesnt make distinct
Final election 2016 numbers: Trump won the popular vote.,False,final elect number trump popular vote
Says opponents of proposed Austin school district bonds say the districts debt load doubles with these new bonds.,True,say oppon propos austin school district bond say district debt load doubl new bond
Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,False,say campaign contribut rival state hous seat money intend schoolchildren
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,True,say referendum women right vote went new jersey took legislatur pass
Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,False,say us hous candid carlo curbelo support end medicar guarante
"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days after which it sat on the president's desk for three days, while he was away on vacation.""",False,obama administr success rush massiv spend bill congress two day sat presid desk three day away vacat
"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",False,barack obama direct project vote arm acorn also encourag voter registr
"In this country, we have a 25 percent dropout rate.",True,countri percent dropout rate
"In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.",True,last seven year tenur texa creat million new job matter fact without texa america would lost job
A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,False,report us gener account offic gao found dispos katrina wast ashbritt south result creation contamin site along gulf coast two new superfund site new orlean
"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",True,everi second child die lack access clean water sanit
"Fleeing Syria, a million children are now refugees.",True,flee syria million children refuge
"Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up, she said. Thats actually cheap when you compare us to the rest of the country.",True,right correct depart charg taxpay year per person lock said that actual cheap compar us rest countri
Says his Patient OPTION Act is the only Republican plan that completely repeals Obamacare and it takes the federal bureaucrat out of decisions for you.,False,say patient option act republican plan complet repeal obamacar take feder bureaucrat decis
Says federal spending has increased 21 percent over the past three years.,True,say feder spend increas percent past three year
"If the government shuts down, all military personnel will continue to serve and accrue pay but will not actually be paid until appropriations are available.",True,govern shut militari personnel continu serv accru pay actual paid appropri avail
Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,True,rand paul speech gattaca total rip wikipedia
More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,True,astronaut moon farmer paid inherit tax
"Portland, Ore., has never gotten over 12 to 15 percent ridership of its public transit system in the past 12 years.",True,portland ore never gotten percent ridership public transit system past year
Solar and wind energy are both cheaper than nuclear right now.,True,solar wind energi cheaper nuclear right
Says New Jersey has the highest unemployment rate in the region and stagnant job growth.,True,say new jersey highest unemploy rate region stagnant job growth
Says Hillary Clinton wonhealth care for 8 million children.,True,say hillari clinton wonhealth care million children
Says abortion is the most common surgery in our country.,False,say abort common surgeri countri
Income disparities in the United States are the worst since the 1920s.,True,incom dispar unit state worst sinc
The stimulus bill promised to keep unemployment under 8%.,False,stimulu bill promis keep unemploy
The University of Texas is starting the first medical school at a major Tier One university in the last 50 years.,True,univers texa start first medic school major tier one univers last year
"None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent.",False,none poll conduct right us top line none alway trump clinton second question third question includ top line johnsontrumpclinton wed percent
"98 percent of American families make under $250,000 a year.",True,percent american famili make year
"The Clinton Foundation gives less than 10(percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.",False,clinton foundat give less percent direct aid rais million buck gave million peopl direct aid
Sen. Barbara Boxer passed only three bills in 18 years into law.,False,sen barbara boxer pass three bill year law
State employees havent received a raise in five or six years.,True,state employe havent receiv rais five six year
Says more than eight countries lead the United States in the percentage of college graduates.,True,say eight countri lead unit state percentag colleg graduat
"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.",True,sinc passag afford care act us health care spend grew percent last three year lowest growth rate year
Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.,True,sanctuari citi philadelphia refus cooper feder govern locat suspect terrorist custodi countri illeg
Georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a six-pack to go.,True,georgia one five state breweri cant sell pint beer drink premis sell sixpack go
"Under President Barack Obama, 8.3 (million) fewer Americans are working today than there were four years ago.",False,presid barack obama million fewer american work today four year ago
"Under Republicans, recessions happen four times as frequently as under Democrats.",True,republican recess happen four time frequent democrat
"Teenage births cost Texas taxpayers $1.1 billion in health care, foster careand lost tax revenue in 2010 alone.",True,teenag birth cost texa taxpay billion health care foster careand lost tax revenu alon
Says she made an accurate prediction that if Barack Obama were elected it would encourage Russia to invade Ukraine.,True,say made accur predict barack obama elect would encourag russia invad ukrain
Today roughly half of born-again Christians arent voting. Theyre staying home.,False,today roughli half bornagain christian arent vote theyr stay home
"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",True,say donald trump campaign announc speech also said mani mexican good peopl keep leav quot
Republican Bob Donovan has run as a Republican time and again.,True,republican bob donovan run republican time
Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,False,hedg fund manag other privat equiti pay much lower tax rate incom truck driver teacher nurs
It still had not gotten terrible on the roads by 2 to 3 p.m. Tuesday.,False,still gotten terribl road pm tuesday
We came out against Deepwater and everybody is now paying for [the project] in their electric bills.,False,came deepwat everybodi pay project electr bill
Americans admire Glenn Beck more than they admire the pope.,False,american admir glenn beck admir pope
"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce.",True,due overincarcer two three young black men workforc today one three black men workforc
Four (maybe five) Latinos have served on the Austin City Council.,True,four mayb five latino serv austin citi council
"I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here, in one form or another.",False,person field amnesti everi person field want allow peopl illeg abl stay one form anoth
"Says because of his actions, Wisconsin property taxes today are lower than they were four years ago.",True,say action wisconsin properti tax today lower four year ago
Democratic candidate Jeff Greene ran for Congress as a California Republican.,True,democrat candid jeff green ran congress california republican
Says Gov. Rick Scotts approval ratings are up.,False,say gov rick scott approv rate
Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.,True,say obama administr delay health care law employ mandat affect percent american workforc
Says all my grandparents immigrated to America.,False,say grandpar immigr america
Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,False,said mother fight health insur compani treatment preexist condit
Says Jeb Bush oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.,True,say jeb bush oversaw averag instat tuition increas percent tenur
The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,True,entir state florida led nation last year prison inmat commit tax fraud
"Mike Pence voted against expanding the Childrens Health Insurance program, which Hillary helped to start.",True,mike penc vote expand children health insur program hillari help start
Most state employees could pay twice as much toward their health care premiums and it would still be half the national average,True,state employe could pay twice much toward health care premium would still half nation averag
Mickey Mouse was registered to vote (in Florida).,False,mickey mous regist vote florida
"Very, very, very few people get a pat-down when they go through airport security.",False,peopl get patdown go airport secur
"In September, the Department of Business and Consumer Services enacted a sudden 39% workers compensation premium assessment by rule with little notice to the public.",False,septemb depart busi consum servic enact sudden worker compens premium assess rule littl notic public
"Giving the facts: 73,000 jobs created ... since 11. Do you know how many direct jobs in the auto industry? 1,800.",True,give fact job creat sinc know mani direct job auto industri
Says Hillary Clinton and Ralph Northam label police as racists.,False,say hillari clinton ralph northam label polic racist
Most Texans aren't millionaires.,True,texan arent millionair
The town of Cumberland has its highest bond rating in history.,True,town cumberland highest bond rate histori
"Since February 2009, our economy has lost roughly 3 million private sector jobs while the federal government has grown by more than 400,000 jobs.",True,sinc februari economi lost roughli million privat sector job feder govern grown job
I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.,True,ive seen life factori floor work graveyard shift id ankledeep water murray ohio bicycl plant run machin loud couldnt hear yell want
Says Dwight Holton has never set foot in an Oregon courtroom.,False,say dwight holton never set foot oregon courtroom
State Medicaid expansion will save our treasury $1 billion over the next eight years.,True,state medicaid expans save treasuri billion next eight year
"The U.S. unemployment rate has been massaged, its been doctored.",False,us unemploy rate massag doctor
"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",True,print bill entireti trillion nation debt result pile money would weigh aircraft carrier
Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.,True,eighti counti ohio auto manufactur facil
"Under Scott Walker, the Wisconsin middle class is shrinking at a faster rate than any other state in the country.",False,scott walker wisconsin middl class shrink faster rate state countri
"What we have done with the PATRIOT Act, weve given the government enormous powers. Weve given the government the right to reach deeply into peoples private lives, into their business affairs, without a court order.",True,done patriot act weve given govern enorm power weve given govern right reach deepli peopl privat live busi affair without court order
"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",True,one five women militari receiv unwant sexual contact percent men
Virginia spends less per student today than we did in 2008.,True,virginia spend less per student today
The economic impact of Atlantas 2000 Super Bowl was $292 million.,False,econom impact atlanta super bowl million
Do you know those former Soviet Bloc countries have all moved to flat taxes?,True,know former soviet bloc countri move flat tax
"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.",True,peopl hunt fish texa given year attend game dalla cowboy dalla maverick houston texan houston rocket combin
Georgia legislation on immigration is a copycat of an Arizona immigration bill.,True,georgia legisl immigr copycat arizona immigr bill
A New York imam wants tohave a mosque at Ground Zero.,False,new york imam want tohav mosqu ground zero
One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,False,one inaccuraci rais tax multipl time run budget absolut true one tax increas sinc ive offic quarter mill tax unincorpor area
Some billionaires have a tax rate as low as 1 percent.,False,billionair tax rate low percent
"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",False,profit autom traffic enforc camera go privat corpor citi state
Our unemployment rate is now lower than it was before the financial crisis.,True,unemploy rate lower financi crisi
"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",False,estim everi million spent construct gener new job
We have the highest corporate income tax in the world right now.,True,highest corpor incom tax world right
"I used tax cuts to help create over 80,000 jobs in New Mexico.",True,use tax cut help creat job new mexico
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,False,say scott walker tri pass law allow pharmacist block women access birth control
The only time over the last 25 years when the states unemployment rate exceeded the U.S. average was when (Mary) Burke was commerce secretary.,True,time last year state unemploy rate exceed us averag mari burk commerc secretari
Were broke. We dont have any more money.,False,broke dont money
"Again today (Ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",True,today ahmadinejad made light said he even sure happen peopl actual die
Says direct shipment of wine makes underage drinking as simple as a mouse click.,False,say direct shipment wine make underag drink simpl mous click
"Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent.",False,barack obama last two year number feder limousin bureaucrat increas percent
"Obama has been sending taxpayer dollars, at least $350,000 to fund anti-Likud, anti-Netanyahu groups in Israelfor (the) election.",False,obama send taxpay dollar least fund antilikud antinetanyahu group israelfor elect
When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,False,us attorney wound put percent state legislatur jail seven year
Sixty percent of Americans now support legalizing marijuana.,True,sixti percent american support legal marijuana
"Since being elected in 2002, Scott Walker has given back over $370,000 of his salary to the county.",True,sinc elect scott walker given back salari counti
"Florida ""has the second-highest foreclosure rate in the nation.""",True,florida secondhighest foreclosur rate nation
"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",True,religi liberti bill propos georgia hous repres specif exclud corpor mean legal claim religi exempt
"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil.",True,say saudi arabia us alli paid export throughout world wahhab extrem form islam basic teach american devil
Bill Clinton presided over the biggest expansion of the American economy since World War II.,True,bill clinton presid biggest expans american economi sinc world war ii
"When they passed Obamacare, they put a bailout fund in Obamacare. We led the effort and wiped out that bailout fund.",False,pass obamacar put bailout fund obamacar led effort wipe bailout fund
David Dewhurst has never once cut one penny from the state budget.,False,david dewhurst never cut one penni state budget
Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,False,wisconsin gov scott walker move limit collect bargain right led riot capitol like cairo move madison day
An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,True,amend insert lawmak state budget exempt scientif research state anim cruelti law
Its illegal for a state to say were simply going to cut off (union contract) negotiations. Theres a legal requirement that you are involved in good faith bargaining.,True,illeg state say simpli go cut union contract negoti there legal requir involv good faith bargain
In Rhode Island there are 150 different pension plans for public workers.,True,rhode island differ pension plan public worker
Dave Brat worked on Democrat Gov. Tim Kaines Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.,True,dave brat work democrat gov tim kain council econom advisor kain tri rais tax billion
"Women still do not get paid as much as men, even for the same work, period.",True,women still get paid much men even work period
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",True,say hillari clinton millenni posit climat chang abort right immigr reform gay right colleg afford donald trump doesnt
Says Donald Trump has a long history of exporting jobs overseas.,True,say donald trump long histori export job oversea
"Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.",True,scott walker cut million univers spend million pro basketbal stadium
A defense bill includes language that would require military hospitals to provide abortions on demand.,False,defens bill includ languag would requir militari hospit provid abort demand
Says Gov. Scott Walkers repeal of a 2009 law has left Wisconsin as one of five states without an equal pay law protecting women from gender discrimination in their paycheck.,False,say gov scott walker repeal law left wisconsin one five state without equal pay law protect women gender discrimin paycheck
Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,True,say new jersey prison system percent africanamerican even though state percent black
We are the only major country on Earth that doesnt guarantee health care to all people as a right.,True,major countri earth doesnt guarante health care peopl right
"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",True,know statist take sat second time one third peopl take sat even theyv studi get lower score first time around
"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",False,healthcaregov texan mark sullivan found good health insur plan includ dental less month
"Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.",True,sen obama declar repeatedli reaffirm intent meet presid iran without precondit
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,True,see quarterbillion dollar pension fund need fund billion
I'm proud to have had a 100 percent pro-life voting record.,True,im proud percent prolif vote record
Americans are 20 times as likely to die from gun violence as citizens of other civilized countries.,True,american time like die gun violenc citizen civil countri
Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,False,say canadian provinci prime minist came ohio medic treatment delay canadian health care would endang life
There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,True,oil produc home buy rest world first time that happen nearli year
To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,True,vote mexico everi elig mexican citizen tamperproof photoid card thumbprint emboss hologram
Theres a mosque inside of the Pentagon.,False,there mosqu insid pentagon
"I would love to see us have in this country what I helped lead in Arkansas...Amendment 65 (which) says that we believe life begins at conception, and that we ought to do everything in the world possible to protect it until its natural conclusion.",False,would love see us countri help lead arkansasamend say believ life begin concept ought everyth world possibl protect natur conclus
"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",False,went back obes rate exist back medicar system sever year could save much trillion dollar
"Domestic violence is seen as a pre-existing health condition and women had to pay 50 percent more for health care because of gender ratings, but under Obamacare, all of that is over.",True,domest violenc seen preexist health condit women pay percent health care gender rate obamacar
Says Austin is the largest city in the U.S. without nonstop flights to Europe.,False,say austin largest citi us without nonstop flight europ
On Common Core education standards,True,common core educ standard
We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.,True,industri nation reli heavili forprofit medic insur industri provid basic health care
"Says (t)his 12 year council Seat-warmer has never chaired, vice chaired, or led a single Council committee meeting.",False,say year council seatwarm never chair vice chair led singl council committe meet
On running for the U.S. Senate as an independent.,True,run us senat independ
"Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.",True,sinc six us suprem court justic confirm elect year includ justic anthoni kennedi confirm final year reagan administr
Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.,False,candid governor roy barn fight hard let illeg immigr vote
"Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.",False,worker unit state make less almost year ago yet work harder
Rick Perry accepted more stimulus funds than any other governor except the governors of California and New York.,True,rick perri accept stimulu fund governor except governor california new york
90 percent of all pain medications are prescribed in the United States.,True,percent pain medic prescrib unit state
"Our state economic development agency under Walker, WEDC, actually isnt even using the funds that are appropriated to it.",True,state econom develop agenc walker wedc actual isnt even use fund appropri
Says the Beaumont school districts superintendent is the highest-paid in the state.,True,say beaumont school district superintend highestpaid state
